total_laid_off,company_name,stage_group,industry_name,city,country,latitude,longitude,year,quarter
45.0,Examedi,Unknown,Healthcare,Santiago,Chile,-33.4377756,-70.6504502,2023.0,2.0
200.0,MediBuddy,Mature/Public,Healthcare,Bengaluru,India,12.98815675,77.62260004,2023.0,1.0
113.0,Alice,Growth Stage,Healthcare,Sao Paulo,Brazil,-23.5506507,-46.6333824,2022.0,4.0
388.0,Chegg,Unknown,Higher Education,Santa Clara,USA,37.354107,-121.955238,2025.0,4.0
108.0,AccelerEd,Unknown,Higher Education Industry,Bethesda,USA,38.9626279,-77.08155546,2025.0,4.0
800.0,Vacasa,Unknown,Hospitality,Portland,USA,45.5202471,-122.674194,2024.0,2.0
400.0,ZipRecruiter,Growth Stage,HR,Los Angeles,USA,34.0536909,-118.242766,2020.0,1.0
15.0,Triplebyte,Growth Stage,HR,San Francisco,USA,37.7792588,-122.4193286,2020.0,1.0
100.0,Gem,Growth Stage,HR,San Francisco,USA,37.7792588,-122.4193286,2022.0,4.0
64.0,Checkr,Growth Stage,HR,San Francisco,USA,37.7792588,-122.4193286,2020.0,3.0
382.0,Checkr,Growth Stage,HR,San Francisco,USA,37.7792588,-122.4193286,2024.0,2.0
140.0,Glassdoor,Mature/Public,HR,San Francisco,USA,37.7792588,-122.4193286,2023.0,1.0
100.0,Remote,Growth Stage,HR,San Francisco,USA,37.7792588,-122.4193286,2022.0,3.0
300.0,Glassdoor,Mature/Public,HR,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
126.0,Gusto,Late Stage,HR,San Francisco,USA,37.7792588,-122.4193286,2023.0,1.0
60.0,Workmotion,Growth Stage,HR,Berlin,Germany,52.5170365,13.3888599,2022.0,4.0
55.0,When I Work,Growth Stage,HR,Minneapolis,USA,44.9772995,-93.2654692,2020.0,2.0
86.0,Talent.com,Growth Stage,HR,Montreal,Canada,45.5031824,-73.5698065,2023.0,2.0
115.0,Personio,Late Stage,HR,Munich,Germany,48.1371079,11.5753822,2024.0,4.0
60.0,Deputy,Growth Stage,HR,Sydney,Australia,-33.8698439,151.2082848,2020.0,2.0
5.0,Woven,Early Stage,HR,Indianapolis,USA,39.7683331,-86.1583502,2022.0,3.0
40.0,Stack Overflow,Growth Stage,HR,New York City,USA,40.7127281,-74.0060152,2020.0,2.0
960.0,LinkedIn,Mature/Public,HR,Sunnyvale,USA,37.3688301,-122.036349,2020.0,3.0
58.0,Stack Overflow,Mature/Public,HR,New York City,USA,40.7127281,-74.0060152,2023.0,2.0
35.0,Gloat,Growth Stage,HR,New York City,USA,40.7127281,-74.0060152,2023.0,2.0
130.0,Workhuman,Unknown,HR,Dublin,Ireland,53.3493795,-6.2605593,2023.0,1.0
716.0,LinkedIn,Mature/Public,HR,Sunnyvale,USA,37.3688301,-122.036349,2023.0,2.0
120.0,Greenhouse,Growth Stage,HR,New York City,USA,40.7127281,-74.0060152,2020.0,2.0
100.0,Greenhouse,Mature/Public,HR,New York City,USA,40.7127281,-74.0060152,2023.0,2.0
660.0,LinkedIn,Mature/Public,HR,Sunnyvale,USA,37.3688301,-122.036349,2023.0,4.0
2200.0,Indeed,Mature/Public,HR,Austin,USA,30.2711286,-97.7436995,2023.0,1.0
1000.0,Indeed,Mature/Public,HR,Austin,USA,30.2711286,-97.7436995,2024.0,2.0
110.0,Namely,Late Stage,HR,New York City,USA,40.7127281,-74.0060152,2020.0,2.0
198.0,Glints,Growth Stage,HR,Singapore,Singapore,1.2899175,103.8519072,2022.0,4.0
59.0,The Predictive Investment,Mature/Public,HR,Boston,USA,42.3554334,-71.060511,2020.0,2.0
30.0,Textio,Unknown,HR,Seattle,USA,47.6038321,-122.330062,2020.0,1.0
15.0,Textio,Unknown,HR,Seattle,USA,47.6038321,-122.330062,2023.0,2.0
14.0,Textio,Unknown,HR,Seattle,USA,47.6038321,-122.330062,2024.0,1.0
14.0,PayScale,Mature/Public,HR,Seattle,USA,47.6038321,-122.330062,2023.0,3.0
11.0,Compete,Early Stage,HR,Tel Aviv,Israel,32.0852997,34.7818064,2022.0,3.0
58.0,Gupy,Growth Stage,HR,Sao Paulo,Brazil,-23.5506507,-46.6333824,2023.0,3.0
135.0,Andela,Growth Stage,HR,New York City,USA,40.7127281,-74.0060152,2020.0,2.0
18.0,Kenoby,Unknown,HR,Sao Paulo,Brazil,-23.5506507,-46.6333824,2020.0,2.0
17.0,Vee,Early Stage,HR,Tel Aviv,Israel,32.0852997,34.7818064,2022.0,4.0
16.0,Vee,Early Stage,HR,Tel Aviv,Israel,32.0852997,34.7818064,2022.0,3.0
90.0,Eightfold AI,Late Stage,HR,Santa Clara,USA,37.354107,-121.955238,2023.0,1.0
70.0,Hibob,Early Stage,HR,Tel Aviv,Israel,32.0852997,34.7818064,2020.0,1.0
25.0,Workable,Growth Stage,HR,Boston,USA,42.3554334,-71.060511,2020.0,2.0
270.0,ZipRecruiter,Mature/Public,HR,Los Angeles,USA,34.0536909,-118.242766,2023.0,2.0
200.0,PayFit,Late Stage,HR,Paris,France,48.8588897,2.320041022,2023.0,1.0
23.0,Dover,Early Stage,HR,San Jose,USA,37.3361663,-121.890591,2022.0,3.0
1750.0,Workday,Mature/Public,HR,Pleasanton,USA,37.6624312,-121.8746789,2025.0,1.0
525.0,Workday,Mature/Public,HR,Pleasanton,USA,37.6624312,-121.8746789,2023.0,1.0
36.0,Hireology,Growth Stage,HR,Chicago,USA,41.8755616,-87.6244212,2020.0,2.0
90.0,Culture Amp,Late Stage,HR,Melbourne,Australia,-37.8142454,144.9631732,2023.0,2.0
39.0,Jobcase,Mature/Public,HR,Boston,USA,42.3554334,-71.060511,2020.0,2.0
2200.0,UKG,Unknown,HR,Boston,USA,42.3554334,-71.060511,2024.0,3.0
36.0,Culture Amp,Late Stage,HR,Melbourne,Australia,-37.8142454,144.9631732,2020.0,2.0
58.0,Envoy,Growth Stage,HR,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
35.0,Dynamic Signal,Late Stage,HR,San Bruno,USA,37.6248536,-122.4145986,2020.0,2.0
35.0,WorkRamp,Growth Stage,HR,San Carlos,USA,37.504936,-122.261823,2022.0,3.0
54.0,The Mom Project,Growth Stage,HR,Chicago,USA,41.8755616,-87.6244212,2022.0,3.0
31.0,Skedulo,Growth Stage,HR,San Francisco,USA,37.7792588,-122.4193286,2022.0,3.0
73.0,Sana Benefits,Growth Stage,HR,Austin,USA,30.2711286,-97.7436995,2023.0,4.0
86.0,Lever,Growth Stage,HR,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
50.0,Built In,Growth Stage,HR,Chicago,USA,41.8755616,-87.6244212,2022.0,4.0
46.0,Wonolo,Growth Stage,HR,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
10.0,PerkSpot,Mature/Public,HR,Chicago,USA,41.8755616,-87.6244212,2020.0,2.0
100.0,BetterUp,Late Stage,HR,San Francisco,USA,37.7792588,-122.4193286,2023.0,3.0
105.0,Lattice,Late Stage,HR,San Francisco,USA,37.7792588,-122.4193286,2023.0,1.0
16.0,Lattice,Growth Stage,HR,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
40.0,Parsable,Growth Stage,HR,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
150.0,Atlas,Growth Stage,HR,Chicago,USA,41.8755616,-87.6244212,2023.0,3.0
87.0,Zenefits,Growth Stage,HR,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
29.0,Plato,Early Stage,HR,San Francisco,USA,37.7792588,-122.4193286,2022.0,3.0
50.0,Puppet,Late Stage,Infrastructure,Portland,USA,45.5202471,-122.674194,2020.0,1.0
15.0,Teleport,Growth Stage,Infrastructure,Oakland,USA,37.8044557,-122.271356,2022.0,3.0
50.0,Megaport,Mature/Public,Infrastructure,Brisbane,Australia,-27.4689682,153.0234991,2023.0,2.0
5600.0,Cisco,Mature/Public,Infrastructure,San Jose,USA,37.3361663,-121.890591,2024.0,3.0
30.0,CTO.ai,Early Stage,Infrastructure,Vancouver,Canada,49.2608724,-123.113952,2020.0,1.0
270.0,Nutanix,Mature/Public,Infrastructure,San Jose,USA,37.3361663,-121.890591,2022.0,3.0
33.0,ICANN,Unknown,Infrastructure,Los Angeles,USA,34.0536909,-118.242766,2024.0,2.0
6.0,Atsu,Unknown,Infrastructure,Seattle,USA,47.6038321,-122.330062,2020.0,2.0
34.0,D2iQ,Growth Stage,Infrastructure,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
96.0,Pavilion Data,Growth Stage,Infrastructure,San Jose,USA,37.3361663,-121.890591,2022.0,4.0
200.0,DigitalOcean,Mature/Public,Infrastructure,New York City,USA,40.7127281,-74.0060152,2023.0,1.0
4250.0,Cisco,Mature/Public,Infrastructure,San Jose,USA,37.3361663,-121.890591,2024.0,1.0
255.0,New Relic,Mature/Public,Infrastructure,San Francisco,USA,37.7792588,-122.4193286,2023.0,2.0
1000.0,Citrix,Mature/Public,Infrastructure,Miami,USA,25.7741728,-80.19362,2024.0,1.0
95.0,Edgio,Mature/Public,Infrastructure,Phoenix,USA,33.4484367,-112.074141,2022.0,4.0
110.0,New Relic,Mature/Public,Infrastructure,San Francisco,USA,37.7792588,-122.4193286,2022.0,3.0
80.0,Edgio,Mature/Public,Infrastructure,Phoenix,USA,33.4484367,-112.074141,2024.0,1.0
40.0,Mux,Growth Stage,Infrastructure,San Francisco,USA,37.7792588,-122.4193286,2023.0,2.0
4100.0,Cisco,Mature/Public,Infrastructure,San Jose,USA,37.3361663,-121.890591,2022.0,4.0
40.0,BigPanda,Late Stage,Infrastructure,Redwood City,USA,37.4863239,-122.232523,2023.0,2.0
80.0,Hologram,Growth Stage,Infrastructure,Chicago,USA,41.8755616,-87.6244212,2022.0,2.0
134.0,Edgio,Mature/Public,Infrastructure,Phoenix,USA,33.4484367,-112.074141,2023.0,2.0
30.0,Sauce Labs,Unknown,Infrastructure,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
160.0,New Relic,Mature/Public,Infrastructure,San Francisco,USA,37.7792588,-122.4193286,2021.0,2.0
40.0,Mux,Growth Stage,Infrastructure,San Francisco,USA,37.7792588,-122.4193286,2022.0,3.0
23.0,Loop,Early Stage,Insurance,Austin,USA,30.2711286,-97.7436995,2024.0,2.0
112.0,Assurance,Unknown,Insurance,Seattle,USA,47.6038321,-122.330062,2024.0,2.0
700.0,Sapiens,Unknown,Insurance Software Solutions,Holon,Israel,32.01832293,34.77142384,2025.0,4.0
800.0,EXL,Unknown,IT Services,New York City,USA,40.7127281,-74.0060152,2024.0,2.0
150.0,Good Glamm Group,Unknown,IT Services,New Delhi,India,28.6138954,77.2090057,2024.0,2.0
12000.0,TCS,Unknown,IT Services and IT Consulting,Mumbai,India,19.0785451,72.878176,2025.0,3.0
130.0,SirionLabs,Growth Stage,Legal,Seattle,USA,47.6038321,-122.330062,2023.0,1.0
24.0,Exterro,Mature/Public,Legal,Portland,USA,45.5202471,-122.674194,2023.0,1.0
30.0,Lawgeex,Growth Stage,Legal,Tel Aviv,Israel,32.0852997,34.7818064,2022.0,3.0
110.0,Notarize,Growth Stage,Legal,Boston,USA,42.3554334,-71.060511,2022.0,2.0
62.0,CS Disco,Mature/Public,Legal,Austin,USA,30.2711286,-97.7436995,2023.0,1.0
150.0,OneTrust,Growth Stage,Legal,Atlanta,USA,33.7489924,-84.3902644,2020.0,2.0
150.0,Relativity,Mature/Public,Legal,Chicago,USA,41.8755616,-87.6244212,2022.0,4.0
350.0,Porter,Unknown,Logistic,Bengaluru,India,12.98815675,77.62260004,2025.0,4.0
65.0,uShip,Growth Stage,Logistics,Austin,USA,30.2711286,-97.7436995,2020.0,1.0
349.0,KeepTruckin,Growth Stage,Logistics,San Francisco,USA,37.7792588,-122.4193286,2020.0,1.0
60.0,FourKites,Growth Stage,Logistics,Chicago,USA,41.8755616,-87.6244212,2022.0,3.0
10.0,Bringg,Growth Stage,Logistics,Tel Aviv,Israel,32.0852997,34.7818064,2020.0,2.0
50.0,Freightos,Mature/Public,Logistics,Miami,USA,25.7741728,-80.19362,2023.0,3.0
300.0,Loggi,Late Stage,Logistics,Sao Paulo,Brazil,-23.5506507,-46.6333824,2023.0,1.0
130.0,Project44,Unknown,Logistics,Chicago,USA,41.8755616,-87.6244212,2023.0,2.0
60.0,Shippo,Late Stage,Logistics,San Francisco,USA,37.7792588,-122.4193286,2022.0,4.0
99.0,Flexe,Growth Stage,Logistics,Seattle,USA,47.6038321,-122.330062,2024.0,1.0
120.0,Fabric,Growth Stage,Logistics,New York City,USA,40.7127281,-74.0060152,2022.0,3.0
24.0,TranSan Francisco Bay Areaix,Growth Stage,Logistics,New York City,USA,40.7127281,-74.0060152,2020.0,2.0
75.0,Arrive Logistics,Growth Stage,Logistics,Austin,USA,30.2711286,-97.7436995,2020.0,2.0
500.0,Convoy,Late Stage,Logistics,Seattle,USA,47.6038321,-122.330062,2023.0,4.0
640.0,Flexport,Late Stage,Logistics,San Francisco,USA,37.7792588,-122.4193286,2023.0,1.0
30.0,Convoy,Late Stage,Logistics,Seattle,USA,47.6038321,-122.330062,2023.0,2.0
500.0,Loggi,Late Stage,Logistics,Sao Paulo,Brazil,-23.5506507,-46.6333824,2022.0,3.0
59.0,Stord,Growth Stage,Logistics,Atlanta,USA,33.7489924,-84.3902644,2022.0,2.0
10.0,Swyft,Early Stage,Logistics,Toronto,Canada,43.6534817,-79.3839347,2022.0,2.0
63.0,Project44,Unknown,Logistics,Chicago,USA,41.8755616,-87.6244212,2022.0,3.0
45.0,Flock Freight,Growth Stage,Logistics,San Diego,USA,32.7174202,-117.162772,2023.0,2.0
60.0,Forto,Growth Stage,Logistics,Berlin,Germany,52.5170365,13.3888599,2022.0,4.0
65.0,Veho,Growth Stage,Logistics,Boulder,USA,40.0149856,-105.270545,2024.0,1.0
27.0,Sendle,Growth Stage,Logistics,Sydney,Australia,-33.8698439,151.2082848,2022.0,3.0
250.0,FarEye,Late Stage,Logistics,New Delhi,India,28.6138954,77.2090057,2022.0,2.0
63.0,Pandion,Growth Stage,Logistics,Seattle,USA,47.6038321,-122.330062,2025.0,1.0
30.0,Sendy,Growth Stage,Logistics,Nairobi,Kenya,-1.2832533,36.8172449,2022.0,3.0
54.0,Sendy,Growth Stage,Logistics,Nairobi,Kenya,-1.2832533,36.8172449,2022.0,3.0
30.0,Fabric,Growth Stage,Logistics,New York City,USA,40.7127281,-74.0060152,2024.0,2.0
300.0,Samsara,Late Stage,Logistics,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
90.0,Convoy,Late Stage,Logistics,Seattle,USA,47.6038321,-122.330062,2022.0,2.0
55.0,GoBolt,Growth Stage,Logistics,Toronto,Canada,43.6534817,-79.3839347,2023.0,1.0
131.0,Flexe,Growth Stage,Logistics,Seattle,USA,47.6038321,-122.330062,2023.0,3.0
150.0,Uber Freight,Mature/Public,Logistics,San Francisco,USA,37.7792588,-122.4193286,2023.0,1.0
50.0,EasyPost,Early Stage,Logistics,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
700.0,Zebra Technologies,Mature/Public,Manufacturing,Chicago,USA,41.8755616,-87.6244212,2023.0,3.0
70.0,Augury,Late Stage,Manufacturing,New York City,USA,40.7127281,-74.0060152,2023.0,3.0
20.0,Augury,Late Stage,Manufacturing,New York City,USA,40.7127281,-74.0060152,2023.0,1.0
16.0,Inuitive,Unknown,Manufacturing,Ra'anana,Israel,32.1860244,34.8678359,2024.0,3.0
250.0,ChargePoint,Unknown,Manufacturing,Campbell,USA,37.287167,-121.949959,2024.0,3.0
60.0,CleverTap,Growth Stage,Marketing,Mumbai,India,19.0785451,72.878176,2020.0,2.0
35.0,Perion,Mature/Public,Marketing,Tel Aviv,Israel,32.0852997,34.7818064,2024.0,2.0
80.0,Skai,Late Stage,Marketing,Tel Aviv,Israel,32.0852997,34.7818064,2024.0,4.0
40.0,Community,Unknown,Marketing,Los Angeles,USA,34.0536909,-118.242766,2022.0,2.0
50.0,Hootsuite,Growth Stage,Marketing,Vancouver,Canada,49.2608724,-123.113952,2022.0,4.0
8.0,Voyage SMS,Unknown,Marketing,Los Angeles,USA,34.0536909,-118.242766,2022.0,2.0
77.0,BounceX,Growth Stage,Marketing,New York City,USA,40.7127281,-74.0060152,2020.0,2.0
13.0,Amperity,Growth Stage,Marketing,Seattle,USA,47.6038321,-122.330062,2022.0,3.0
30.0,People.ai,Growth Stage,Marketing,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
17.0,Amplero,Growth Stage,Marketing,Seattle,USA,47.6038321,-122.330062,2020.0,1.0
35.0,Perion,Mature/Public,Marketing,Tel Aviv,Israel,32.0852997,34.7818064,2024.0,2.0
48.0,Button,Growth Stage,Marketing,New York City,USA,40.7127281,-74.0060152,2020.0,2.0
40.0,Quantcast,Growth Stage,Marketing,San Francisco,USA,37.7792588,-122.4193286,2022.0,3.0
300.0,AppLovin,Mature/Public,Marketing,Palo Alto,USA,37.4443293,-122.1598465,2022.0,2.0
25.0,Namogoo,Growth Stage,Marketing,Tel Aviv,Israel,32.0852997,34.7818064,2022.0,4.0
20.0,Perion,Mature/Public,Marketing,Tel Aviv,Israel,32.0852997,34.7818064,2022.0,3.0
120.0,Integral Ad Science,Mature/Public,Marketing,New York City,USA,40.7127281,-74.0060152,2022.0,4.0
70.0,Integral Ad Science,Mature/Public,Marketing,New York City,USA,40.7127281,-74.0060152,2020.0,2.0
100.0,TripleLift,Mature/Public,Marketing,New York City,USA,40.7127281,-74.0060152,2023.0,1.0
23.0,TripleLift,Growth Stage,Marketing,New York City,USA,40.7127281,-74.0060152,2020.0,2.0
40.0,Innovid,Mature/Public,Marketing,New York City,USA,40.7127281,-74.0060152,2023.0,1.0
100.0,Branch Metrics,Late Stage,Marketing,Palo Alto,USA,37.4443293,-122.1598465,2020.0,2.0
47.0,Unbounce,Early Stage,Marketing,Vancouver,Canada,49.2608724,-123.113952,2022.0,3.0
20.0,Namogoo,Growth Stage,Marketing,Tel Aviv,Israel,32.0852997,34.7818064,2023.0,1.0
180.0,Momentive,Mature/Public,Marketing,San Mateo,USA,37.496904,-122.3330573,2022.0,4.0
500.0,HubSpot,Mature/Public,Marketing,Boston,USA,42.3554334,-71.060511,2023.0,1.0
21.0,Pocketmath,Unknown,Marketing,Singapore,Singapore,1.2899175,103.8519072,2021.0,1.0
198.0,Brightcove,Mature/Public,Marketing,Boston,USA,42.3554334,-71.060511,2025.0,1.0
70.0,Brightcove,Mature/Public,Marketing,Boston,USA,42.3554334,-71.060511,2023.0,2.0
70.0,Yotpo,Unknown,Marketing,New York City,USA,40.7127281,-74.0060152,2022.0,4.0
140.0,Criteo,Unknown,Marketing,Paris,France,48.8588897,2.320041022,2024.0,2.0
90.0,GumGum,Growth Stage,Marketing,Los Angeles,USA,34.0536909,-118.242766,2020.0,2.0
60.0,TechTarget,Mature/Public,Marketing,Boston,USA,42.3554334,-71.060511,2022.0,4.0
530.0,GoDaddy,Mature/Public,Marketing,Phoenix,USA,33.4484367,-112.074141,2023.0,1.0
125.0,Inmobi,Unknown,Marketing,Bengaluru,India,12.98815675,77.62260004,2024.0,1.0
26.0,Wordstream,Mature/Public,Marketing,Boston,USA,42.3554334,-71.060511,2020.0,2.0
150.0,OneFootball,Growth Stage,Marketing,Berlin,Germany,52.5170365,13.3888599,2023.0,1.0
30.0,Quantcast,Growth Stage,Marketing,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
20.0,Crayon,Early Stage,Marketing,Boston,USA,42.3554334,-71.060511,2020.0,2.0
100.0,Taboola,Mature/Public,Marketing,New York City,USA,40.7127281,-74.0060152,2022.0,3.0
200.0,Wayflyer,Unknown,Marketing,Dublin,Ireland,53.3493795,-6.2605593,2022.0,4.0
50.0,FullStory,Unknown,Marketing,Atlanta,USA,33.7489924,-84.3902644,2024.0,1.0
24.0,SundaySky,Growth Stage,Marketing,New York City,USA,40.7127281,-74.0060152,2022.0,3.0
27.0,ShareChat,Growth Stage,Marketing,Bengaluru,India,12.98815675,77.62260004,2025.0,1.0
9.0,&Open,Early Stage,Marketing,Dublin,Ireland,53.3493795,-6.2605593,2022.0,4.0
50.0,Showpad,Growth Stage,Marketing,Ghent,Belgium,51.0538286,3.7250121,2024.0,2.0
105.0,Foursquare,Late Stage,Marketing,New York City,USA,40.7127281,-74.0060152,2024.0,2.0
130.0,Liftoff,Mature/Public,Marketing,Redwood City,USA,37.4863239,-122.232523,2022.0,4.0
12.0,PubMatic,Mature/Public,Marketing,Redwood City,USA,37.4863239,-122.232523,2024.0,4.0
300.0,Sojern,Growth Stage,Marketing,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
100.0,Snappy,Growth Stage,Marketing,New York City,USA,40.7127281,-74.0060152,2023.0,1.0
60.0,Grin,Growth Stage,Marketing,Sacramento,USA,38.5810606,-121.493895,2022.0,4.0
5.0,DialSource,Growth Stage,Marketing,Sacramento,USA,38.5810606,-121.493895,2020.0,1.0
40.0,Basis Technologies,Growth Stage,Marketing,Chicago,USA,41.8755616,-87.6244212,2023.0,1.0
210.0,AdRoll,Growth Stage,Marketing,Salt Lake City,USA,40.7596198,-111.886797,2020.0,1.0
40.0,VideoAmp,Late Stage,Marketing,Los Angeles,USA,34.0536909,-118.242766,2023.0,3.0
30.0,ShareChat,Growth Stage,Marketing,Bengaluru,India,12.98815675,77.62260004,2024.0,3.0
35.0,OpenX,Unknown,Marketing,Los Angeles,USA,34.0536909,-118.242766,2020.0,2.0
17.0,G2,Growth Stage,Marketing,Chicago,USA,41.8755616,-87.6244212,2020.0,2.0
45.0,Hubilo,Growth Stage,Marketing,San Francisco,USA,37.7792588,-122.4193286,2022.0,3.0
75.0,Metigy,Growth Stage,Marketing,Sydney,Australia,-33.8698439,151.2082848,2022.0,3.0
4.0,Flytedesk,Early Stage,Marketing,Boulder,USA,40.0149856,-105.270545,2020.0,1.0
227.0,Hotmart,Growth Stage,Marketing,Belo Horizonte,Brazil,-19.9227318,-43.9450948,2022.0,4.0
52.0,Showpad,Growth Stage,Marketing,Chicago,USA,41.8755616,-87.6244212,2020.0,2.0
130.0,Acxiom,Mature/Public,Marketing,Little Rock,USA,34.73499706,-92.32533203,2025.0,1.0
70.0,Hootsuite,Growth Stage,Marketing,Vancouver,Canada,49.2608724,-123.113952,2023.0,1.0
65.0,LiveRamp,Mature/Public,Marketing,San Francisco,USA,37.7792588,-122.4193286,2025.0,1.0
60.0,Optimizely,Growth Stage,Marketing,San Francisco,USA,37.7792588,-122.4193286,2020.0,3.0
59.0,Pitch,Growth Stage,Marketing,Berlin,Germany,52.5170365,13.3888599,2022.0,3.0
12.0,MVPindex,Growth Stage,Marketing,Austin,USA,30.2711286,-97.7436995,2024.0,1.0
370.0,Wix,Mature/Public,Marketing,Tel Aviv,Israel,32.0852997,34.7818064,2023.0,1.0
80.0,Permutive,Growth Stage,Marketing,London,UK,51.4893335,-0.144055085,2023.0,2.0
30.0,Permutive,Growth Stage,Marketing,London,UK,51.4893335,-0.144055085,2022.0,3.0
101.0,ShareChat,Growth Stage,Marketing,Bengaluru,India,12.98815675,77.62260004,2020.0,2.0
19.0,UPshow,Early Stage,Marketing,Chicago,USA,41.8755616,-87.6244212,2020.0,2.0
19.0,#Paid,Growth Stage,Marketing,Toronto,Canada,43.6534817,-79.3839347,2023.0,1.0
35.0,Linkfire,Early Stage,Marketing,Copenhagen,Denmark,55.6867243,12.5700724,2022.0,4.0
21.0,VideoAmp,Growth Stage,Marketing,Los Angeles,USA,34.0536909,-118.242766,2020.0,2.0
8.0,LoopMe,Unknown,Marketing,London,UK,51.4893335,-0.144055085,2020.0,2.0
50.0,Rubicon Project,Mature/Public,Marketing,Los Angeles,USA,34.0536909,-118.242766,2020.0,2.0
62.0,OneFootball,Growth Stage,Marketing,Berlin,Germany,52.5170365,13.3888599,2022.0,4.0
400.0,Cvent,Mature/Public,Marketing,Washington DC,USA,38.8950368,-77.0365427,2020.0,2.0
31.0,Uberflip,Early Stage,Marketing,Toronto,Canada,43.6534817,-79.3839347,2022.0,3.0
30.0,Emotive,Growth Stage,Marketing,Los Angeles,USA,34.0536909,-118.242766,2022.0,3.0
38.0,Outbrain,Mature/Public,Marketing,New York City,USA,40.7127281,-74.0060152,2022.0,3.0
90.0,Outbrain,Mature/Public,Marketing,New York City,USA,40.7127281,-74.0060152,2023.0,2.0
8.0,Captiv8,Unknown,Marketing,San Francisco,USA,37.7792588,-122.4193286,2023.0,3.0
75.0,Airmeet,Growth Stage,Marketing,Bengaluru,India,12.98815675,77.62260004,2023.0,2.0
15.0,Usermind,Growth Stage,Marketing,Seattle,USA,47.6038321,-122.330062,2020.0,2.0
30.0,Lusha,Growth Stage,Marketing,New York City,USA,40.7127281,-74.0060152,2022.0,3.0
30.0,Skai,Late Stage,Marketing,Tel Aviv,Israel,32.0852997,34.7818064,2022.0,3.0
400.0,Hootsuite,Growth Stage,Marketing,Vancouver,Canada,49.2608724,-123.113952,2022.0,3.0
52.0,OutboundEngine,Growth Stage,Marketing,Austin,USA,30.2711286,-97.7436995,2020.0,1.0
120.0,Bizzabo,Late Stage,Marketing,New York City,USA,40.7127281,-74.0060152,2022.0,3.0
100.0,Bizzabo,Late Stage,Marketing,New York City,USA,40.7127281,-74.0060152,2022.0,4.0
53.0,MediaMath,Mature/Public,Marketing,New York City,USA,40.7127281,-74.0060152,2020.0,2.0
100.0,Rock Content,Early Stage,Marketing,Belo Horizonte,Brazil,-19.9227318,-43.9450948,2020.0,2.0
100.0,Drift,Mature/Public,Marketing,Boston,USA,42.3554334,-71.060511,2023.0,3.0
100.0,Storytel,Mature/Public,Media,Stockholm,Sweden,59.3251172,18.0710935,2022.0,1.0
150.0,VerSe Innovation,Late Stage,Media,Bengaluru,India,12.98815675,77.62260004,2022.0,4.0
50.0,Minute Media,Late Stage,Media,London,UK,51.4893335,-0.144055085,2023.0,1.0
51.0,Highsnobiety,Early Stage,Media,Berlin,Germany,52.5170365,13.3888599,2020.0,2.0
200.0,Spotify,Mature/Public,Media,Stockholm,Sweden,59.3251172,18.0710935,2023.0,2.0
75.0,Kaltura,Mature/Public,Media,New York City,USA,40.7127281,-74.0060152,2023.0,1.0
360.0,Roku,Mature/Public,Media,San Jose,USA,37.3361663,-121.890591,2023.0,3.0
30.0,Patreon,Growth Stage,Media,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
80.0,Patreon,Late Stage,Media,San Francisco,USA,37.7792588,-122.4193286,2022.0,3.0
200.0,Roku,Mature/Public,Media,San Jose,USA,37.3361663,-121.890591,2023.0,1.0
180.0,BuzzFeed,Mature/Public,Media,New York City,USA,40.7127281,-74.0060152,2023.0,2.0
200.0,Roku,Mature/Public,Media,San Jose,USA,37.3361663,-121.890591,2022.0,4.0
12.0,CNET,Mature/Public,Media,San Francisco,USA,37.7792588,-122.4193286,2023.0,1.0
60.0,StreamElements,Growth Stage,Media,Tel Aviv,Israel,32.0852997,34.7818064,2023.0,3.0
46.0,The Athletic,Growth Stage,Media,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
50.0,Axios Media,Mature/Public,Media,Washington DC,USA,38.8950368,-77.0365427,2024.0,3.0
24.0,Flipboard,Unknown,Media,Palo Alto,USA,37.4443293,-122.1598465,2022.0,4.0
120.0,SmartNews,Late Stage,Media,Tokyo,Japan,35.6821936,139.762221,2023.0,1.0
80.0,Storytel,Mature/Public,Media,Stockholm,Sweden,59.3251172,18.0710935,2024.0,1.0
36.0,Humble Games,Mature/Public,Media,San Francisco,USA,37.7792588,-122.4193286,2024.0,3.0
87.0,Outside,Growth Stage,Media,Boulder,USA,40.0149856,-105.270545,2022.0,2.0
39.0,Vox Media,Late Stage,Media,Washington DC,USA,38.8950368,-77.0365427,2022.0,3.0
